Date,ATM_ID,Total_Withdrawals,Total_Deposits,Previous_Day_Cash_Level,Cash_Demand_Next_Day,Day_of_Week,Time_of_Day,Location_Type,Weather_Condition,Nearby_Competitor_ATMs,Holiday_Flag,Special_Event_Flag
2022-09-19,27,36124.46,18339.9,10000.0,38076.61,Monday,Evening,Standalone,Cloudy,1,0,0
2023-02-24,2,48825.02,9227.59,38269.96,45118.79,Friday,Morning,Gas Station,Rainy,4,0,0
2022-08-29,35,68060.69,10147.37,150436.93,73891.56,Monday,Morning,Mall,Cloudy,2,0,0
2022-12-21,18,21609.08,13702.0,95936.25,22400.4,Wednesday,Afternoon,Gas Station,Clear,9,0,0
2023-08-12,14,54295.73,10585.02,136635.45,50246.85,Saturday,Evening,Mall,Clear,6,0,0
2022-06-29,20,33310.77,10953.72,59419.47,35122.7,Wednesday,Night,Bank Branch,Cloudy,6,0,0
2022-03-07,18,49566.74,9837.24,44409.8,48163.13,Monday,Night,Mall,Clear,5,0,0
2022-12-14,10,56630.49,5553.3,136102.87,60096.02,Wednesday,Afternoon,Standalone,Cloudy,7,0,0
2022-06-20,25,79812.27,8309.07,164823.49,87081.67,Monday,Night,Supermarket,Snowy,3,0,0
2023-04-19,2,49416.06,9476.84,56365.2,46997.06,Wednesday,Evening,Supermarket,Rainy,8,0,0
2023-06-18,25,71650.19,0.0,150888.39,76771.91,Sunday,Morning,Bank Branch,Clear,9,0,0
2023-01-02,33,37281.22,10555.98,51179.57,39320.96,Monday,Morning,Standalone,Clear,9,0,0
2022-04-17,36,42430.22,21460.8,18152.09,43882.9,Sunday,Night,Bank Branch,Snowy,4,0,0
2023-03-15,31,58557.52,8034.11,129292.33,57209.77,Wednesday,Night,Bank Branch,Rainy,3,0,0
2022-08-15,14,52815.05,10290.62,52252.83,48694.02,Monday,Night,Gas Station,Rainy,2,0,0
2023-03-20,1,44913.24,6028.27,39489.73,44768.6,Monday,Morning,Gas Station,Cloudy,8,0,0
2023-03-18,46,44509.41,4791.87,40573.88,40999.1,Saturday,Evening,Standalone,Clear,3,0,0
2023-01-31,16,69679.42,8616.06,82608.38,69681.47,Tuesday,Evening,Supermarket,Rainy,8,0,0
2023-12-29,46,45509.06,13201.76,14968.61,48424.31,Friday,Evening,Mall,Clear,0,0,0
2023-08-04,3,34593.26,8988.52,129709.75,38036.25,Friday,Evening,Gas Station,Clear,4,0,0
2022-03-25,35,37066.93,8303.88,124076.68,34828.16,Friday,Evening,Standalone,Clear,0,0,0
2023-09-07,41,59792.21,12547.01,124033.01,56298.64,Thursday,Afternoon,Standalone,Clear,8,0,0
2023-07-05,6,83439.21,11105.27,160384.73,88627.18,Wednesday,Night,Supermarket,Cloudy,6,0,0
2022-01-13,25,41998.56,11491.58,148540.98,41738.66,Thursday,Evening,Standalone,Rainy,9,0,0
2023-11-24,13,81831.11,15936.45,54617.73,88636.27,Friday,Afternoon,Standalone,Clear,8,0,0
2023-05-08,34,49646.43,15323.35,133706.56,52317.37,Monday,Evening,Supermarket,Rainy,4,0,0
2022-09-25,8,45637.68,17426.72,155561.45,47795.68,Sunday,Night,Gas Station,Snowy,9,0,0
2023-06-09,21,36241.23,4211.59,140708.51,33356.09,Friday,Evening,Supermarket,Snowy,8,0,0
2022-04-30,34,46856.8,14311.55,144453.72,42507.32,Saturday,Evening,Bank Branch,Rainy,3,0,0
2022-12-19,4,38538.48,18158.97,92470.56,37126.14,Monday,Evening,Gas Station,Cloudy,2,0,0
2022-02-26,25,37342.58,2163.27,67591.86,35231.22,Saturday,Night,Bank Branch,Cloudy,1,0,0
2022-02-09,15,25185.84,10030.96,88271.85,26255.28,Wednesday,Morning,Standalone,Snowy,3,0,0
2022-12-02,4,76130.2,7478.4,65073.97,75380.07,Friday,Night,Bank Branch,Clear,2,0,0
2023-10-02,45,65671.61,10010.27,150168.25,65975.62,Monday,Morning,Supermarket,Snowy,8,0,0
2022-06-22,12,53855.93,15725.11,109333.32,57235.3,Wednesday,Afternoon,Supermarket,Clear,7,0,0
2023-07-01,32,47661.59,3319.21,141186.42,47456.69,Saturday,Afternoon,Mall,Snowy,0,0,0
2022-09-16,32,49724.83,11324.3,27561.13,50171.62,Friday,Evening,Standalone,Snowy,1,0,0
2023-06-01,28,38228.95,7374.24,77676.57,40846.26,Thursday,Evening,Supermarket,Cloudy,2,0,0
2023-12-31,13,32909.08,15874.71,48737.9,32457.14,Sunday,Evening,Gas Station,Rainy,5,0,0
2023-06-07,31,60500.34,12182.74,18714.12,55456.14,Wednesday,Night,Supermarket,Rainy,4,0,0
2022-04-27,14,45899.83,9359.35,114995.22,46099.09,Wednesday,Evening,Gas Station,Snowy,4,0,0
2022-07-03,20,54662.77,6625.31,46774.38,55530.39,Sunday,Morning,Standalone,Cloudy,5,0,1
2022-04-26,18,25031.01,23097.0,81349.72,25090.07,Tuesday,Afternoon,Mall,Clear,7,0,0
2022-06-11,29,45106.85,11494.58,51425.01,42924.12,Saturday,Afternoon,Mall,Snowy,0,0,0
2023-08-02,6,32618.33,3201.04,79626.51,30815.77,Wednesday,Afternoon,Bank Branch,Clear,4,0,0
2023-12-13,32,57022.37,6173.39,129441.97,55537.01,Wednesday,Morning,Supermarket,Clear,5,0,0
2023-06-27,29,64641.62,12142.15,52164.71,60326.52,Tuesday,Evening,Standalone,Cloudy,9,0,0
2023-08-10,43,71563.36,6567.2,77314.34,73939.6,Thursday,Morning,Bank Branch,Cloudy,5,0,0
2022-08-25,2,40433.69,7167.41,126419.95,41361.03,Thursday,Morning,Standalone,Rainy,8,0,0
2022-03-07,23,32997.79,14939.33,134081.54,33871.54,Monday,Night,Standalone,Cloudy,9,0,0
2022-03-11,19,43569.28,14507.46,80301.43,41171.21,Friday,Night,Bank Branch,Snowy,6,0,0
2023-03-23,31,39385.44,7342.08,114765.02,37388.83,Thursday,Afternoon,Standalone,Snowy,3,0,0
2023-02-20,5,56235.1,15841.6,140870.09,59467.39,Monday,Morning,Bank Branch,Clear,6,0,0
2023-06-16,19,28900.93,6661.91,47161.38,29999.81,Friday,Afternoon,Supermarket,Rainy,6,0,0
2023-03-17,34,23660.5,18391.79,64315.33,25435.88,Friday,Morning,Bank Branch,Clear,5,0,0
2023-04-09,10,44644.53,12751.69,81307.61,43782.95,Sunday,Afternoon,Supermarket,Clear,7,0,0
2023-01-31,25,60635.85,11544.8,122341.36,61209.8,Tuesday,Afternoon,Mall,Rainy,7,0,0
2023-12-12,2,34494.79,8251.54,109343.06,36142.1,Tuesday,Evening,Bank Branch,Clear,9,0,1
2023-07-05,11,62463.18,7159.39,103230.55,68386.63,Wednesday,Afternoon,Mall,Rainy,5,0,0
2023-10-19,50,55252.99,0.0,48598.87,60663.72,Thursday,Night,Bank Branch,Clear,1,0,0
2023-07-11,31,72861.44,8693.86,143544.85,80135.57,Tuesday,Morning,Standalone,Clear,4,0,0
2023-01-30,15,37851.2,10077.79,75053.62,40807.58,Monday,Afternoon,Mall,Rainy,0,0,0
2022-11-22,9,25865.14,1219.45,86672.51,26587.56,Tuesday,Morning,Gas Station,Snowy,9,0,0
2022-04-01,23,58728.67,14146.29,109765.34,52937.68,Friday,Afternoon,Gas Station,Clear,9,0,0
2022-03-11,19,53979.25,9346.55,198649.56,56133.49,Friday,Night,Gas Station,Clear,9,0,0
2022-06-15,9,52826.03,16055.58,67944.16,50064.28,Wednesday,Evening,Mall,Snowy,8,0,1
2023-10-04,35,34191.18,6793.42,65449.14,31162.98,Wednesday,Evening,Supermarket,Rainy,3,0,0
2022-08-02,21,61360.84,16161.5,81271.83,63780.73,Tuesday,Morning,Bank Branch,Rainy,0,0,0
2023-08-24,9,40367.42,7938.18,158047.61,42434.32,Thursday,Afternoon,Standalone,Snowy,2,0,0
2022-12-01,28,52819.51,9883.66,107462.38,54503.75,Thursday,Night,Standalone,Rainy,9,0,0
2023-01-04,46,42958.6,11180.99,118794.56,41800.17,Wednesday,Morning,Mall,Cloudy,1,0,0
2023-08-07,7,55089.7,9925.73,140342.92,55210.95,Monday,Evening,Gas Station,Clear,8,0,0
2023-11-08,16,31995.78,11613.96,156373.57,34779.07,Wednesday,Morning,Standalone,Rainy,6,0,0
2022-02-18,16,57255.21,739.13,66511.26,59884.49,Friday,Morning,Standalone,Snowy,9,1,0
2022-02-21,33,59608.71,9448.93,126139.66,59664.55,Monday,Afternoon,Supermarket,Clear,9,0,0
2022-10-16,4,51536.54,9736.62,157633.66,52499.75,Sunday,Night,Standalone,Snowy,5,0,0
2023-09-18,4,74308.64,436.96,110293.27,80664.75,Monday,Evening,Standalone,Rainy,3,0,0
2022-08-27,39,52895.52,13263.61,59054.19,51771.83,Saturday,Evening,Bank Branch,Snowy,3,0,0
2022-05-13,40,63501.11,5682.51,49262.84,58444.43,Friday,Night,Standalone,Snowy,6,0,0
2022-06-15,17,51185.38,14726.62,122588.95,49402.35,Wednesday,Afternoon,Bank Branch,Clear,7,0,0
2023-01-09,37,62169.36,10548.36,42352.08,61114.97,Monday,Night,Gas Station,Clear,3,0,0
2023-01-08,39,26955.63,7327.08,59346.13,25731.65,Sunday,Night,Supermarket,Rainy,6,0,0
2023-04-23,29,50299.01,15030.89,75507.7,50590.47,Sunday,Afternoon,Standalone,Snowy,2,0,1
2023-04-24,36,33012.16,18237.25,114021.61,31723.74,Monday,Afternoon,Supermarket,Snowy,8,0,0
2023-10-12,38,51900.93,10316.87,129176.04,47781.86,Thursday,Evening,Supermarket,Rainy,2,0,0
2023-08-14,39,55534.01,16837.07,64499.15,52069.45,Monday,Evening,Supermarket,Snowy,2,0,0
2023-11-13,50,61842.94,9269.68,35164.57,67014.95,Monday,Afternoon,Mall,Snowy,9,0,0
2023-09-27,37,57109.62,14824.17,140813.14,58589.85,Wednesday,Morning,Bank Branch,Snowy,1,0,0
2023-11-19,35,44787.54,8336.08,133780.94,43124.21,Sunday,Evening,Supermarket,Snowy,2,0,0
2022-10-27,7,38576.41,19037.53,123469.49,37549.65,Thursday,Afternoon,Gas Station,Cloudy,7,0,0
2022-03-23,27,14895.03,15385.18,118763.78,14875.32,Wednesday,Afternoon,Standalone,Rainy,1,0,1
2022-03-28,28,50834.18,12423.81,80135.96,52594.36,Monday,Morning,Supermarket,Rainy,0,0,0
2022-08-13,22,66766.69,0.0,91119.49,67864.07,Saturday,Night,Supermarket,Snowy,4,0,0
2022-01-16,14,51423.5,12318.78,103792.27,55873.67,Sunday,Afternoon,Standalone,Rainy,7,0,0
2022-12-24,7,48544.86,4103.76,57854.07,49765.75,Saturday,Morning,Gas Station,Cloudy,5,0,0
2022-06-12,37,51940.13,11852.52,119172.66,56207.44,Sunday,Morning,Supermarket,Snowy,1,0,0
2023-09-02,22,44029.58,16361.92,105960.63,39674.44,Saturday,Evening,Supermarket,Clear,8,0,0
2023-10-30,5,52713.8,13490.62,93230.73,56831.38,Monday,Afternoon,Gas Station,Cloudy,3,0,0
2023-05-29,2,43772.42,14318.66,145625.4,45711.18,Monday,Evening,Supermarket,Clear,2,0,1
2022-12-16,27,36411.07,8309.02,94947.66,34023.91,Friday,Night,Gas Station,Rainy,3,0,0
2023-11-12,21,48685.75,2690.47,132981.33,46378.42,Sunday,Night,Supermarket,Rainy,2,0,0
2023-04-09,38,48360.78,6365.11,40565.8,48774.84,Sunday,Evening,Standalone,Rainy,7,0,0
2023-01-10,15,77755.53,8520.22,142010.49,71922.91,Tuesday,Evening,Gas Station,Snowy,0,0,0
2022-04-02,21,37800.0,10060.4,130208.87,39957.38,Saturday,Afternoon,Standalone,Cloudy,0,0,0
2022-06-30,10,47431.68,16321.08,208090.9,50193.85,Thursday,Afternoon,Standalone,Cloudy,8,0,1
2022-10-28,23,45982.66,13693.49,180045.18,44152.08,Friday,Afternoon,Supermarket,Snowy,6,0,0
2023-10-22,39,43135.74,20959.04,146817.71,39424.48,Sunday,Night,Gas Station,Snowy,8,0,1
2022-07-08,5,57455.32,5243.72,73061.34,63072.7,Friday,Evening,Mall,Rainy,2,0,0
2022-11-10,1,83162.6,15808.0,55737.14,79016.59,Thursday,Morning,Standalone,Cloudy,2,0,0
2023-05-08,13,45026.39,14399.86,63749.78,41132.14,Monday,Evening,Standalone,Rainy,1,0,0
2022-05-08,21,57496.89,9560.29,125474.16,55541.59,Sunday,Morning,Standalone,Cloudy,1,0,0
2023-06-03,26,21306.01,5440.45,164711.87,23304.53,Saturday,Afternoon,Supermarket,Snowy,8,0,0
2023-03-02,50,43942.84,7126.08,39454.64,46517.25,Thursday,Afternoon,Supermarket,Rainy,1,0,0
2023-07-13,45,72987.31,6891.51,57829.24,72700.23,Thursday,Evening,Standalone,Cloudy,3,0,0
2023-07-19,21,48988.57,18475.35,101670.39,47081.26,Wednesday,Morning,Supermarket,Snowy,3,0,0
2022-07-06,18,57294.88,14170.03,43222.99,56416.04,Wednesday,Night,Supermarket,Clear,8,0,0
2023-07-04,37,40526.52,14352.54,78859.39,36614.62,Tuesday,Afternoon,Supermarket,Rainy,2,0,0
2023-03-29,45,53646.63,10556.76,162238.13,55989.6,Wednesday,Afternoon,Bank Branch,Cloudy,9,0,0
2023-04-16,32,74142.9,9012.7,136072.9,68206.19,Sunday,Evening,Gas Station,Cloudy,1,0,0
2023-07-19,36,32518.12,11774.86,141476.59,32641.94,Wednesday,Evening,Supermarket,Rainy,2,0,0
2022-08-12,17,82396.23,10628.93,50775.12,83481.31,Friday,Night,Bank Branch,Cloudy,8,0,0
2022-06-03,35,26767.25,9660.47,12704.17,24099.57,Friday,Evening,Bank Branch,Clear,4,0,0
2023-07-14,49,42572.08,11918.08,78548.72,46657.97,Friday,Night,Supermarket,Clear,4,0,0
2022-12-17,11,37349.49,4928.56,10000.0,35871.49,Saturday,Morning,Bank Branch,Cloudy,6,0,0
2022-05-27,21,45747.24,11431.74,122629.81,41879.08,Friday,Night,Mall,Rainy,0,0,1
2023-07-30,26,37155.95,9588.41,137368.55,39789.48,Sunday,Morning,Bank Branch,Cloudy,9,0,1
2022-12-15,4,36025.98,6642.39,60716.94,33518.23,Thursday,Afternoon,Gas Station,Cloudy,4,0,1
2022-07-01,34,32120.73,13254.62,129104.92,29068.97,Friday,Evening,Bank Branch,Clear,8,0,0
2023-09-29,48,59406.98,18887.7,128834.71,59343.89,Friday,Afternoon,Supermarket,Snowy,5,0,0
2022-06-28,18,46261.47,16364.7,43941.51,42837.36,Tuesday,Night,Standalone,Snowy,7,0,0
2022-02-08,40,42363.3,8750.12,80007.67,46450.7,Tuesday,Night,Mall,Cloudy,9,0,0
2022-01-03,35,54014.76,13370.6,76607.01,48725.75,Monday,Night,Bank Branch,Rainy,7,0,0
2022-03-05,41,27531.95,14243.88,146640.61,25060.67,Saturday,Morning,Mall,Clear,0,0,0
2022-01-29,29,54374.18,10710.44,136618.27,57998.58,Saturday,Afternoon,Gas Station,Snowy,7,0,0
2023-01-07,29,48410.46,10011.93,128614.77,45890.71,Saturday,Afternoon,Bank Branch,Cloudy,5,0,0
2023-06-07,38,48868.48,11806.2,71938.91,52891.31,Wednesday,Night,Bank Branch,Rainy,3,0,0
2022-04-07,42,57545.66,22387.87,168285.51,55372.01,Thursday,Evening,Mall,Clear,2,0,0
2023-03-18,21,74303.08,11384.45,109060.36,67909.79,Saturday,Afternoon,Bank Branch,Snowy,4,0,0
2022-07-22,42,54621.62,3945.25,124778.53,49275.16,Friday,Evening,Bank Branch,Snowy,4,0,0
2023-02-15,13,46829.07,5024.14,186531.35,44792.64,Wednesday,Afternoon,Standalone,Snowy,6,0,0
2022-01-21,49,32181.87,9293.76,133118.38,32012.79,Friday,Night,Mall,Rainy,8,0,0
2023-07-05,41,14175.25,4045.45,94011.36,12760.61,Wednesday,Night,Supermarket,Rainy,0,0,0
2022-04-12,17,51713.99,9482.45,75097.36,52552.86,Tuesday,Afternoon,Supermarket,Rainy,8,0,0
2022-02-15,9,31034.42,20985.8,13305.81,30001.98,Tuesday,Morning,Gas Station,Cloudy,2,0,0
2022-03-07,41,11947.91,7633.72,21680.12,11685.43,Monday,Morning,Standalone,Clear,5,0,0
2023-08-26,1,44578.63,4824.14,142789.71,42451.43,Saturday,Afternoon,Mall,Cloudy,5,0,0
2022-06-13,2,53377.24,9116.23,10000.0,53687.31,Monday,Night,Mall,Clear,3,0,0
2022-04-21,48,60901.1,9621.83,150564.61,57613.94,Thursday,Afternoon,Standalone,Rainy,1,0,0
2022-12-04,29,65624.88,5304.51,140169.68,60831.93,Sunday,Evening,Standalone,Snowy,4,0,0
2022-05-03,33,62859.61,4087.02,56750.94,67770.8,Tuesday,Night,Gas Station,Rainy,2,0,0
2023-12-06,10,63259.98,16746.15,109078.9,61875.28,Wednesday,Morning,Supermarket,Cloudy,3,0,0
2023-03-23,50,27927.88,12572.23,128809.75,25564.8,Thursday,Morning,Mall,Rainy,5,0,0
2023-09-03,40,47578.43,7773.71,104598.07,45012.26,Sunday,Afternoon,Standalone,Rainy,6,0,0
2022-10-18,21,58449.87,4491.78,161561.18,56228.11,Tuesday,Evening,Mall,Rainy,1,0,0
2023-11-02,28,50499.17,7604.4,30395.21,53222.55,Thursday,Night,Supermarket,Snowy,2,0,0
2023-02-16,11,47495.66,4147.17,125208.3,42957.5,Thursday,Morning,Mall,Clear,6,0,0
2023-09-07,34,50226.65,7301.71,69554.25,50008.16,Thursday,Afternoon,Mall,Clear,4,0,0
2022-10-08,8,53467.44,20213.44,13093.87,52480.35,Saturday,Afternoon,Standalone,Cloudy,3,0,0
2022-02-12,22,48661.98,11294.37,41988.67,53220.63,Saturday,Night,Standalone,Clear,3,0,0
2023-05-01,8,37195.05,7113.7,73775.73,34815.13,Monday,Afternoon,Standalone,Rainy,8,0,0
2023-08-19,49,24429.11,13444.45,101162.73,25053.86,Saturday,Afternoon,Supermarket,Snowy,8,0,0
2023-12-04,15,46767.18,5591.32,54945.68,43981.7,Monday,Afternoon,Bank Branch,Rainy,9,0,0
2022-02-20,17,50664.72,8149.96,74695.2,51155.38,Sunday,Morning,Supermarket,Rainy,6,0,0
2022-07-29,23,50502.22,1082.5,80201.55,51058.39,Friday,Morning,Standalone,Cloudy,0,0,0
2022-05-06,24,64010.34,16345.18,56022.49,58573.9,Friday,Evening,Gas Station,Rainy,0,0,0
2023-05-07,45,66658.56,9144.76,71672.17,66077.98,Sunday,Night,Mall,Rainy,2,0,1
2023-05-24,19,48257.64,6134.25,128647.75,47882.74,Wednesday,Night,Mall,Cloudy,2,0,0
2023-08-04,5,48364.33,13297.87,182448.05,46614.86,Friday,Night,Mall,Clear,6,0,0
2022-09-15,32,58349.91,5017.17,110416.67,55749.35,Thursday,Night,Mall,Clear,1,0,1
2022-07-07,44,56165.28,5313.75,106581.59,53068.3,Thursday,Afternoon,Gas Station,Clear,7,0,0
2022-08-18,1,43212.11,8279.62,95981.13,38942.25,Thursday,Night,Standalone,Cloudy,0,0,0
2022-07-08,23,59629.94,4286.31,80454.94,53688.61,Friday,Evening,Bank Branch,Cloudy,7,0,1
2023-02-19,37,47626.44,6940.82,128788.57,48481.68,Sunday,Night,Mall,Snowy,8,0,0
2022-01-10,8,47943.35,9162.19,149158.4,45943.77,Monday,Night,Bank Branch,Snowy,4,0,0
2022-04-24,13,56270.58,9602.68,41918.2,52532.96,Sunday,Afternoon,Supermarket,Rainy,3,0,0
2022-03-17,8,45319.41,3666.11,151914.17,46993.83,Thursday,Afternoon,Supermarket,Rainy,5,0,0
2023-11-07,23,51219.0,8936.91,181272.69,51515.09,Tuesday,Afternoon,Mall,Cloudy,5,0,0
2023-05-17,43,54242.6,12962.08,49619.18,58744.28,Wednesday,Evening,Standalone,Cloudy,7,0,0
2022-03-26,1,61987.23,13775.74,146034.3,66090.99,Saturday,Afternoon,Gas Station,Snowy,7,0,0
2022-02-18,45,60958.29,7701.57,181768.97,63722.49,Friday,Night,Mall,Rainy,0,0,0
2023-05-10,24,53788.03,9207.65,135793.18,49770.95,Wednesday,Evening,Supermarket,Rainy,8,0,0
2023-11-20,35,10926.91,8919.89,91201.86,11289.88,Monday,Morning,Supermarket,Rainy,9,0,0
2023-01-22,24,53434.9,3338.92,138941.29,55507.39,Sunday,Afternoon,Bank Branch,Clear,0,0,0
2023-01-24,17,55738.09,7493.57,59374.05,58673.62,Tuesday,Evening,Gas Station,Snowy,2,0,0
2022-08-06,5,58764.24,14013.8,84372.79,55980.38,Saturday,Morning,Mall,Clear,6,0,0
2023-12-02,20,35559.4,14091.31,63367.71,36557.18,Saturday,Afternoon,Standalone,Rainy,4,0,0
2022-12-12,21,18180.58,12138.62,32639.98,18610.65,Monday,Morning,Bank Branch,Cloudy,5,0,0
2022-08-18,40,61823.16,0.0,102075.56,60405.06,Thursday,Afternoon,Gas Station,Snowy,7,0,0
2022-09-12,31,31557.66,6316.0,115202.29,32589.64,Monday,Evening,Bank Branch,Clear,3,0,1
2022-08-24,46,68023.21,12410.39,133117.48,62400.36,Wednesday,Afternoon,Standalone,Rainy,3,0,0
2022-01-26,36,41183.77,18483.76,10000.0,42365.79,Wednesday,Afternoon,Supermarket,Clear,7,0,0
2023-08-07,11,34499.01,10057.96,109134.82,35230.5,Monday,Evening,Mall,Cloudy,2,0,0
2022-09-18,15,55018.77,10596.76,103942.74,51834.55,Sunday,Evening,Mall,Snowy,5,0,0
2022-09-28,19,58991.49,9576.93,45463.29,62745.87,Wednesday,Night,Standalone,Cloudy,3,0,1
2022-05-03,7,58103.24,3754.46,77778.67,62454.17,Tuesday,Night,Mall,Cloudy,5,0,0
2023-10-18,28,57284.0,11846.05,137714.48,53967.07,Wednesday,Evening,Mall,Snowy,3,0,0
2022-09-14,43,39259.09,2706.34,104869.95,35929.62,Wednesday,Afternoon,Bank Branch,Rainy,1,0,0
2023-10-18,5,27050.94,9713.11,99112.33,27611.3,Wednesday,Morning,Standalone,Rainy,9,0,0
2023-02-25,5,44000.44,10563.47,144646.15,43823.71,Saturday,Evening,Bank Branch,Clear,2,0,0
2022-09-16,30,32732.37,10369.53,215741.95,32258.37,Friday,Morning,Mall,Rainy,7,0,0
2022-02-16,32,56254.71,3794.07,87871.34,59191.29,Wednesday,Night,Gas Station,Rainy,0,0,0
2023-06-09,8,62837.79,6669.66,112338.58,68740.3,Friday,Night,Gas Station,Rainy,9,0,0
2022-07-27,10,52381.87,13489.34,55420.57,52147.87,Wednesday,Evening,Bank Branch,Clear,5,0,0
2022-11-07,38,49793.92,10484.47,207238.98,44875.82,Monday,Evening,Supermarket,Snowy,8,0,1
2022-05-29,47,45181.31,6701.63,73009.29,46051.21,Sunday,Afternoon,Supermarket,Rainy,0,0,0
2023-03-14,32,64419.13,4902.94,10000.0,66402.79,Tuesday,Night,Standalone,Cloudy,3,0,0
2022-06-04,48,22526.69,14045.91,131089.13,24004.53,Saturday,Night,Gas Station,Rainy,6,0,0
2023-11-09,28,31831.52,10296.66,19491.41,29917.86,Thursday,Evening,Gas Station,Rainy,5,1,1
2022-03-31,17,77033.63,4612.03,164751.45,77408.44,Thursday,Morning,Bank Branch,Snowy,5,0,0
2023-11-29,31,31104.09,9208.57,129464.68,30775.2,Wednesday,Afternoon,Mall,Cloudy,8,0,1
2022-12-24,8,57722.57,6196.0,48604.29,59620.96,Saturday,Evening,Standalone,Clear,7,0,0
2022-06-23,40,60789.12,11599.43,133528.93,55487.62,Thursday,Morning,Bank Branch,Rainy,4,0,0
2022-08-05,25,21099.15,16245.41,83309.61,22719.62,Friday,Afternoon,Supermarket,Rainy,1,0,0
2023-04-01,9,23960.02,4855.58,121339.13,24013.49,Saturday,Morning,Mall,Rainy,2,0,0
2023-09-01,2,68657.3,10895.85,35932.45,73834.69,Friday,Afternoon,Standalone,Rainy,9,0,0
2023-09-21,15,35307.25,10807.11,32857.9,34179.09,Thursday,Afternoon,Mall,Cloudy,2,1,0
2022-07-18,50,35714.31,0.0,115893.48,36810.89,Monday,Afternoon,Supermarket,Snowy,3,0,0
2023-05-01,3,42044.86,14191.34,194194.14,45885.45,Monday,Night,Bank Branch,Snowy,1,0,0
2023-06-17,49,35343.94,20369.77,67743.27,38478.09,Saturday,Evening,Bank Branch,Rainy,7,0,0
2022-07-19,36,57651.49,10802.48,63960.83,62772.13,Tuesday,Night,Gas Station,Clear,7,0,0
2023-01-06,4,32190.91,16762.59,83064.09,29248.32,Friday,Night,Bank Branch,Cloudy,7,0,0
2023-03-24,14,20510.31,4008.0,33831.11,20112.47,Friday,Afternoon,Gas Station,Cloudy,9,0,0
2022-09-05,41,67042.34,6622.15,127640.29,61153.09,Monday,Evening,Bank Branch,Clear,4,0,1
2022-09-21,41,32923.1,10476.6,145101.46,31668.58,Wednesday,Evening,Standalone,Rainy,9,0,0
2022-02-27,25,38599.91,5963.89,124110.69,36087.66,Sunday,Evening,Supermarket,Rainy,5,0,0
2022-10-29,50,62176.2,10314.88,91511.93,63670.14,Saturday,Evening,Mall,Rainy,5,0,0
2022-01-31,10,50854.91,15024.47,48758.78,53710.38,Monday,Afternoon,Supermarket,Clear,6,0,0
2023-05-13,21,66386.33,5820.53,203164.91,66563.55,Saturday,Evening,Supermarket,Cloudy,0,0,0
2022-09-06,36,62404.0,15239.85,57127.93,66091.74,Tuesday,Morning,Gas Station,Snowy,9,0,0
2023-08-28,12,43050.07,745.25,55942.35,38855.39,Monday,Morning,Gas Station,Rainy,2,0,0
2022-09-28,27,65038.69,7353.99,10407.44,69207.37,Wednesday,Night,Standalone,Clear,2,0,0
2023-08-29,40,52308.49,9168.17,28911.76,48943.59,Tuesday,Afternoon,Mall,Clear,6,0,0
2023-10-28,2,40889.63,5606.37,117480.82,40570.16,Saturday,Night,Bank Branch,Rainy,5,0,0
2023-01-29,13,54136.15,7422.07,78661.04,53514.51,Sunday,Night,Bank Branch,Clear,8,0,0
2023-05-17,32,30291.77,16940.79,56805.74,32552.48,Wednesday,Evening,Supermarket,Rainy,8,0,0
2023-08-15,31,62235.67,16178.63,60109.93,68035.77,Tuesday,Morning,Standalone,Rainy,8,0,0
2022-03-25,16,60302.19,13642.05,74312.15,57348.84,Friday,Morning,Mall,Rainy,3,0,0
2022-12-31,32,51601.82,15209.08,66780.72,47137.37,Saturday,Evening,Bank Branch,Cloudy,2,0,0
2023-07-03,32,21218.06,7102.21,170133.35,21856.81,Monday,Evening,Supermarket,Clear,3,0,0
2022-12-08,34,67013.25,4162.76,81402.01,67051.32,Thursday,Afternoon,Standalone,Snowy,2,0,0
2023-02-11,11,56322.43,6188.72,107289.4,57062.56,Saturday,Morning,Mall,Cloudy,6,0,0
2023-03-01,10,49465.83,6913.65,102960.34,44977.0,Wednesday,Night,Supermarket,Rainy,2,0,0
2022-04-03,15,47115.35,7155.18,104657.97,49709.61,Sunday,Night,Supermarket,Clear,0,0,0
2023-09-06,17,41808.74,12705.79,81469.02,39570.74,Wednesday,Afternoon,Standalone,Snowy,7,0,0
2023-02-16,40,44674.01,11705.78,76286.87,43199.2,Thursday,Morning,Standalone,Rainy,5,0,0
2023-03-08,18,61272.41,9271.95,132155.56,57943.52,Wednesday,Evening,Standalone,Clear,4,0,0
2023-11-09,9,42106.72,9572.42,110983.61,45862.17,Thursday,Night,Standalone,Rainy,7,0,0
2022-06-08,25,45719.8,15471.13,62073.21,42690.61,Wednesday,Morning,Mall,Snowy,7,0,0
2022-01-14,40,47906.35,3826.2,10000.0,50132.26,Friday,Morning,Standalone,Clear,2,0,0
2023-01-08,14,48314.66,13981.81,69652.15,45857.83,Sunday,Morning,Standalone,Snowy,2,0,0
2022-08-13,25,40600.13,0.0,31983.44,39990.48,Saturday,Evening,Standalone,Rainy,9,0,0
2023-05-20,50,47271.35,7368.0,53836.34,51961.25,Saturday,Night,Mall,Rainy,6,0,0
2022-03-14,22,54924.75,17499.15,33893.59,50537.11,Monday,Evening,Bank Branch,Snowy,2,0,0
